   9.215   1.643            9.518   2.125
   2.047   0.413            2.068   0.565
   9.989   1.752            9.992   2.221
   8.321   1.408            8.515   1.905
   4.588   0.838            4.389   0.943
   4.736   0.748            5.015   1.051
   3.596   0.577            3.811   0.819
   4.830   0.752            4.939   1.015
   4.508   0.761            4.539   1.096
   7.506   1.331            7.806   1.654
   4.052   0.548            4.583   0.836
   6.015   1.121            6.345   1.602
   7.775   1.316            8.227   1.877
   3.105   0.503            3.129   0.698
   2.215   0.514            2.691   0.246
   5.676   1.057            6.015   1.146
   5.554   0.942            5.702   1.221
   5.360   0.803            5.150   0.920
  10.394   1.902           10.579   2.150
   3.473   0.513            3.341   0.570
   4.022   0.868            4.400   0.917
   6.119   1.067            6.682   1.157
   3.362   0.559            3.487   0.678
   7.203   1.318            7.557   1.637
   3.874   0.580            3.929   0.515
   7.259   1.138            7.636   1.721
   2.130   0.414            2.169   0.433
   7.528   1.331            7.862   1.461
   9.578   1.662            9.997   2.166
   2.015   0.351            2.259   0.447

