2.767	1	0	0	13.72	1.015
3.299	0	0	0	16.12	1.003
2.65	0	0	1	16.36	0.997
2.642	0	1	0	14.24	0.989
2.954	1	0	0	14.17	0.987
3.408	0	0	0	16.94	0.982
2.768	0	0	1	16.04	0.974
2.826	0	1	0	14.73	0.949
2.9	1	0	0	14.48	0.934
3.45	0	0	0	17.66	0.93
2.874	0	0	1	16.8	0.925
2.797	0	1	0	14.32	0.918
2.854	1	0	0	14.46	0.92
3.354	0	0	0	16.68	0.932
2.801	0	0	1	15.86	0.937
2.893	0	1	0	14.39	0.937
2.965	1	0	0	14.49	0.935
3.575	0	0	0	17.09	0.935
2.949	0	0	1	16.12	0.936
3.001	0	1	0	15.1	0.934
3.186	1	0	0	14.18	0.956
3.846	0	0	0	17.78	0.958
3.133	0	0	1	16.54	0.953
3.188	0	1	0	14.4	0.968
3.311	1	0	0	14.77	0.958
3.828	0	0	0	17.7	0.942
3.269	0	0	1	16.78	0.944
3.245	0	1	0	15.01	0.934
3.33	1	0	0	15.41	0.925
3.752	0	0	0	17.55	0.993
3.212	0	0	1	16.66	1.009
3.272	0	1	0	15.27	1
3.325	1	0	0	15.31	0.995
3.885	0	0	0	18.75	0.988
3.414	0	0	1	17.83	0.984
3.309	0	1	0	15.22	1.032
3.297	1	0	0	15.41	1.019
3.869	0	0	0	19.03	1.015
3.201	0	0	1	19.08	1.01
3.379	0	1	0	15.75	1.011
3.419	1	0	0	15.32	1.059
4.107	0	0	0	18.71	1.05
3.468	0	0	1	17.86	1.044
3.578	0	1	0	16.38	1.038
