        1          1      317.6     608.02    -290.42     3078.5   4333.845  -1255.345        2.8    648.435   -645.635  
        1          2      391.8     608.02    -216.22     4661.7   4333.845    327.855       52.6    648.435   -595.835  
        1          3      410.6     608.02    -197.42     5387.1   4333.845   1053.255      156.9    648.435   -491.535  
        1          4      257.7     608.02    -350.32     2792.2   4333.845  -1541.645      209.2    648.435   -439.235  
        1          5      330.8     608.02    -277.22     4313.2   4333.845  -20.64502      203.4    648.435   -445.035  
        1          6      461.2     608.02    -146.82     4643.9   4333.845   310.0547      207.2    648.435   -441.235  
        1          7        512     608.02  -96.02002     4551.2   4333.845    217.355      255.2    648.435   -393.235  
        1          8        448     608.02    -160.02     3244.1   4333.845  -1089.745      303.7    648.435   -344.735  
        1          9      499.6     608.02    -108.42     4053.7   4333.845  -280.1453      264.1    648.435   -384.335  
        1         10      547.5     608.02  -60.52002     4379.3   4333.845   45.45459      201.6    648.435   -446.835  
        1         11      561.2     608.02  -46.82001     4840.9   4333.845   507.0547        265    648.435   -383.435  
        1         12      688.1     608.02   80.07996     4900.9   4333.845   567.0547      402.2    648.435   -246.235  
        1         13      568.9     608.02     -39.12     3526.5   4333.845  -807.3452      761.5    648.435    113.065  
        1         14      529.2     608.02  -78.82001     3254.7   4333.845  -1079.145      922.4    648.435    273.965  
        1         15      555.1     608.02  -52.92004     3700.2   4333.845  -633.6453     1020.1    648.435    371.665  
        1         16      642.9     608.02      34.88     3755.6   4333.845  -578.2451       1099    648.435    450.565  
        1         17      755.9     608.02     147.88       4833   4333.845   499.1548     1207.7    648.435    559.265  
        1         18      891.2     608.02     283.18     4924.9   4333.845   591.0547     1430.5    648.435    782.065  
        1         19     1304.4     608.02     696.38     6241.7   4333.845   1907.855     1777.3    648.435   1128.865  
        1         20     1486.7     608.02   878.6799     5593.6   4333.845   1259.755     2226.3    648.435   1577.865  
        2          1      209.9     410.46    -200.56     1362.4   1971.825  -609.4249       53.8    299.855   -246.055  
        2          2      355.3     410.46     -55.16     1807.1   1971.825   -164.725       50.5    299.855   -249.355  
        2          3      469.9     410.46      59.44     2676.3   1971.825   704.4751      118.1    299.855   -181.755  
        2          4      262.3     410.46    -148.16     1801.9   1971.825  -169.9249      260.2    299.855    -39.655  
        2          5      230.4     410.46    -180.06     1957.3   1971.825   -14.5249      312.7    299.855     12.845  
        2          6      361.6     410.46  -48.85999     2202.9   1971.825    231.075      254.2    299.855  -45.65501  
        2          7      472.8     410.46      62.34     2380.5   1971.825    408.675      261.4    299.855  -38.45502  
        2          8      445.6     410.46   35.14001     2168.6   1971.825   196.7751      298.7    299.855  -1.154999  
        2          9      361.6     410.46  -48.85999     1985.1   1971.825   13.27502      301.8    299.855   1.944977  
        2         10      288.2     410.46    -122.26     1813.9   1971.825  -157.9249      279.1    299.855    -20.755  
