   4119.5   3.548619    8.47667    10.6767  
   4178.4   3.645685    7.92333    9.76333  
   4261.3   3.309139        7.9    9.28667  
   4321.8   3.469453    8.10333    8.84333  
   4385.6    3.06095    7.82667    7.93667  
   4425.7   1.626267       6.92       7.18  
   4493.9     1.6347    6.20667    6.65667  
   4546.1    1.30831    6.26667    6.48333  
   4613.8   2.165956       6.22    6.51667  
     4690   3.707818       6.65       7.72  
   4767.8   4.080619    6.84333    8.14667  
   4886.3   4.376905    6.91667       8.29  
   4951.9    3.86871    6.66333    7.58333  
   5062.8   3.827411    7.15667    8.09667  
   5146.6   4.036347    7.98333    8.59333  
   5253.7   4.204358       8.47    8.75333  
   5367.1   4.712131    9.44333    9.37667  
   5454.1   5.086707    9.72667    8.91667  
   5531.9   4.567897    9.08333    8.07333  
   5584.3   4.495722    8.61333    7.86333  
   5716.4   5.100488       8.25    8.38333  
   5797.7   4.480399    8.24333    8.62333  
   5849.4   5.387062       8.16       8.25  
   5848.8   6.037567    7.74333       7.76  
     5888   5.150235    6.42667       7.27  
   5964.3    4.73153    5.86333    7.24667  
   6035.6   3.803153    5.64333    6.89333  
   6095.8   2.947916    4.81667       5.84  
   6196.1   2.828013    4.02333    5.76667  
   6290.1    3.05044       3.77       5.78  
   6380.5   3.050576    3.25667    4.68333  
   6484.3   3.004487    3.03667    4.99667  
   6542.7   3.147041       3.04    4.63667  
   6612.1   3.098757          3       4.41  
   6674.6   2.707221       3.06       4.32  
   6800.2   2.688398       2.99    4.40667  
     6911    2.48461    3.21333    4.90333  
   7030.6   2.353044       3.94        6.2  
   7115.1   2.837591    4.48667    6.55667  
   7232.2   2.618126    5.16667    7.39667  
   7298.3   2.800715       5.81    7.26667  
   7337.7   3.046425       6.02       6.25  
   7432.1   2.606656    5.79667       5.96  
   7522.5    2.61637       5.72    5.57667  
   7624.1   2.702857    5.36333    5.37667  
   7776.6   2.807404    5.24333       6.29  
   7866.2   2.901312    5.30667    6.35667  
   8000.4   3.140247       5.28    5.93667  
   8113.8   2.903718    5.27667       6.19  
   8250.4   2.315397    5.52333    6.42333  
   8381.9   2.178942    5.53333    6.01333  
   8471.2   1.854411    5.50667       5.78  
   8586.7    1.45169       5.52       5.46  
   8657.9   1.589448        5.5       5.57  
   8789.5   1.583346    5.53333       5.11  
   8953.8   1.536444       4.86       4.41  
   9066.6   1.653896    4.73333    4.87333  
   9174.1   2.087414    4.74667    5.35333  
   9313.5   2.318892    5.09333    5.71333  
   9519.5   2.588691    5.30667          6  
   9629.4   3.188819    5.67667    6.55667  
   9822.8   3.275082    6.27333       6.52  
   9862.1   3.448248       6.52    6.15667  
   9953.6   3.370061    6.47333    5.63333  
  10021.5    3.33765    5.59333    4.63667  
  10128.9   3.321379    4.32667    4.42667  
  10135.1   2.660201    3.49667    3.93333  
  10226.3   1.840185    2.13333    3.32667  
  10333.3   1.243789    1.73333       3.75  
  10426.6   1.287542       1.75    3.76667  
  10527.4    1.58092       1.74    2.61667  
  10591.1   2.176412    1.44333    2.26667  
    10717   2.826767       1.25       2.07  
  10844.6   2.109111    1.24667    1.77333  
  11087.4   2.173055    1.01667        2.2  
    11236   1.877574    .996667    2.38333  
  11457.1   1.769297    1.00333    2.17333  
  11666.1   2.826749       1.01    2.97667  
  11818.8   2.690613    1.43333       2.92  
  11995.2   3.268721       1.95       3.05  
  12198.8   2.997096       2.47    3.61333  
