3	8.99	157.05	0	80.51	692
2	17.75	70.78	0	40.72	272
2	2.97	177.2	0	29.31	1130
2	13.5	75.11	2	38.11	535
2	47.41	147.89	0	108.27	767
2	49.73	116.94	0	503.75	682
2	58.07	74.85	2	76.15	1008
2	34.56	101.24	0	27.22	1132
2	29.1	68.49	2	64.76	891
2	2.2	190.3	0	57.57	1264
2	17.95	45.29	0	78.86	738
2	31.79	75.18	1	57.23	431
3	42.9	128.53	1	417.77	1271
2	26.97	95.63	3	70.1	709
1	18.69	81.14	0	109.1	451
2	39.73	117.34	3	100.73	975
1	7.28	63.56	0	18.98	309
2	46.3	110.51	2	79.34	775
1	5.13	40.64	0	31.95	206
2	13.85	241.23	3	157.12	445
3	26.87	158.49	1	109.89	797
2	3.6	98.25	2	7.13	495
3	0.7	80.02	1	26.42	732
2	3.83	115.03	3	22.6	859
2	58.13	244.31	0	155.09	1903
1	5.2	60.8	0	41.65	476
2	1.95	67.37	1	254.83	881
1	4	63.44	0	201.35	480
2	21.29	58.29	0	36.51	660
1	0.5	29.14	0	11.95	144
1	4.38	172.57	4	244.89	616
2	12.65	100.52	3	54.98	506
2	20.55	53.78	0	21.74	192
2	9.75	68.48	0	15.64	171
3	43.5	75.44	0	42.33	1096
2	18.96	81.58	0	37.85	282
1	9.92	52.26	3	30.7	239
2	43.55	30.09	2	77.47	414
1	16.43	62.63	0	12.79	530
2	44.33	141.33	3	388.2	629
2	13.2	95.76	0	216.94	1025
2	7.25	82.44	0	6.5	292
2	31.95	70.12	2	73.6	643
2	10	250.18	2	281.17	2193
2	54.1	99.29	0	101.67	787
2	7.18	117.71	0	197.35	858
2	40.03	108.73	0	154.22	1077
1	0.35	42.53	1	100.99	153
2	27.3	36.56	0	29.15	547
2	49.42	78.99	0	22.79	104
2	15.92	92	1	58.37	920
2	38.74	121.76	0	131.89	855
3	56.46	143.15	1	109.08	1355
1	10.29	35.9	0	298.45	420
2	65.3	110.49	2	20.12	374
2	28.55	97.88	0	39.62	465
2	16.65	72.09	1	105.23	615
2	9.55	103.96	1	268.82	777
2	7.47	79.82	0	252.06	220
2	11.73	109.82	2	30.39	742
2	26.64	108.38	2	86.69	936
2	15.71	147.6	0	113.42	991
1	12.99	110.16	0	89.71	853
1	53.08	55.95	0	75.99	327
2	11.2	134.43	0	16.33	488
3	38.24	108.21	0	33.54	1490
2	14.95	89.45	3	26.19	473
3	13.4	194.72	0	422.33	1725
3	36.81	113.82	2	105.32	893
1	26.04	96.13	0	68.16	500
2	22.6	46.83	0	44.18	273
2	41.58	118.24	0	57.24	721
2	25.7	52.83	0	22.97	207
1	8.24	25.49	0	165.18	349
2	8.96	98.92	3	68.71	528
2	23.37	102.67	0	63.08	899
3	79.47	104.57	0	9.06	889
2	4.9	97.8	0	50.3	600
2	6.25	73.73	0	53.04	208
3	3.6	159.62	0	122.38	969
2	13.9	39.96	0	47.69	250
1	2	32.92	0	4.95	203
2	87.09	98.77	0	53.99	726
2	76.89	104.7	0	44.51	415
2	10.93	60.78	0	65.26	1042
2	51.8	81.11	0	117.41	128
2	7.8	66.81	0	20.2	965
2	40.33	43.06	2	86.26	475
2	59.43	139.44	0	72.83	1045
1	8.2	61.16	0	48.56	907
2	2.4	110.73	1	59.64	925
2	52.98	95.84	0	148.27	578
1	11.03	74.47	2	13.51	235
2	5.6	165.49	2	27.48	706
2	4	85.17	3	19.53	1055
2	62.92	59.16	0	16.01	308
2	36.85	61.93	0	49.59	393
2	30.06	45.54	0	15.84	298
2	8.39	93.16	0	8.8	405
1	32.47	135.16	2	205.64	436
2	30.3	112.01	1	124.91	701
1	4	119.57	1	30.1	406
2	3.68	73.78	0	5.33	162
1	51.13	31.37	0	71.7	545
2	12.34	97.03	0	137.49	814
2	25.29	92.17	1	13.01	510
1	45.99	53.35	0	113.36	544
1	13.47	25.69	0	22.09	41
2	19.98	76.17	0	98.43	410
2	28.87	43.58	0	20.91	290
2	14	143.34	2	66.79	1649
2	19.54	30.4	0	29.7	208
2	8.9	21.08	0	61.76	449
2	17.5	108.53	0	32.09	683
2	18.59	73.11	2	45.23	270
2	27.06	69.85	0	382.12	1020
2	40.94	63.78	0	182.57	341
2	5.63	70.75	1	12.06	558
2	24.15	87.05	0	67.22	1168
1	22.9	29.3	0	23.14	505
2	40.55	123.67	1	37.39	891
2	18.75	83.83	0	45.88	428
2	31.95	144.75	0	131.67	987
2	44.92	63.27	1	21.99	336
2	14.92	39.44	0	16.85	214
2	79.33	41.33	0	16.95	187
2	100.14	222.2	2	56.1	1204
2	41.15	98.86	1	122.07	905
1	45.78	67.1	0	9.09	470
3	70	92.78	2	39.49	714
2	14.13	78.75	2	270.71	706
3	5.55	82.54	0	43.23	514
2	39.38	139.3	0	29.15	578
2	4.6	78.04	1	121.55	292
2	16.45	96.67	1	19.15	508
3	53.45	216.8	1	36.81	1375
1	3.5	32.83	0	40.98	438
3	23.79	105.41	0	43.63	546
2	102.13	84.1	0	20.62	600
3	11	179.07	2	92.86	1119
2	19.25	81.08	3	37.88	479
2	13.99	53.69	0	69.84	474
2	10.05	165.7	2	47.04	715
2	0.95	83.72	2	188.43	605
2	17	170.2	2	417.34	1364
2	46.14	132.86	0	351.23	773
1	25.2	35.1	0	27.58	190
1	8	47.29	0	3.67	70
1	29.44	45.04	0	18	126
3	7.5	66.53	0	30.94	474
2	51.38	54.47	3	128.16	502
2	10.85	145.6	4	45.99	429
2	52.63	109.36	2	41.73	824
2	57.71	255.25	2	40.52	842
2	29.04	123.76	0	30.04	335
3	32.14	150.99	2	254.66	1109
3	53.8	121.87	0	72.34	749
3	3	87.55	0	73.95	815
3	23.59	126.86	1	141.15	827
2	65.81	49.66	0	38.28	705
2	10.5	64.6	1	27.28	551
2	33.3	125.06	2	89.17	881
1	30.61	72.52	0	10.34	293
2	15.13	101.49	2	60.15	702
3	73.06	234.11	2	62.75	665
2	49.53	95.38	2	54.21	922
2	33.76	106.05	2	11.19	994
2	16.49	123.63	2	54.09	663
2	28.64	167.81	3	94.2	801
3	34.4	197.9	0	35	685
2	13.8	93.94	3	10.29	1120
1	44.08	45.05	0	10.49	380
3	15.85	217.9	1	493.5	1296
2	21.53	47.1	2	12.46	754
2	61.55	84.28	0	43.01	756
2	43.5	98.47	0	167.08	430
1	7.38	125.73	0	3.68	139
2	59.34	87.76	0	22.54	366
2	46.46	103.56	1	188.3	454
2	12.99	77.71	0	12.27	200
3	43.09	97.74	0	86.83	886
2	36.66	38.35	0	27.67	1152
2	8.5	90.38	0	14.43	748
2	99.3	135.59	0	29.49	1275
1	25.82	86.63	0	16.63	828
2	40.6	188.69	2	86.12	621
3	19.23	168.07	2	35.94	1174
2	89.06	133.77	1	1.9	396
2	55.77	138.89	1	58.48	745
1	4.8	42.86	0	41.68	301
3	32.38	120.5	0	266.39	685
1	0.58	45.95	0	47.5	322
2	77.77	170.55	0	74.28	972
2	164.64	164.56	0	26.87	852
1	4.38	36.68	0	5.5	124
1	7.25	24.77	0	40.3	549
2	27.32	103.86	2	114.72	858
2	18.2	132.09	2	41.53	827
2	26.05	154.75	3	127.19	665
2	14.65	146.84	3	260.99	1026
3	37.27	142.8	1	7.67	491
2	14.61	94.46	2	61.64	556
2	33.38	64.01	0	15.91	125
3	8.5	125.25	0	126.72	1641
2	27.25	48.9	0	18.13	195
2	0.55	80.8	2	41.34	1182
2	5.72	63.75	0	58.94	750
2	74.98	226.79	0	139.12	2141
2	30.81	110.98	2	53.57	738
1	29.6	20.39	0	4.14	238
1	2.49	40.95	0	36.47	143
3	35.91	84.22	0	45.96	332
2	19.31	118.51	0	29.37	208
2	18.3	50.98	0	3.8	274
2	16.44	53.17	3	65.75	310
2	22.8	79.26	1	31.56	278
2	41.18	104.3	0	32.81	564
2	6.25	136.77	2	60.48	1010
2	28.87	102.97	2	35.61	890
2	10	54.4	2	54.34	410
2	21.35	69.47	0	246.6	617
1	21.4	58.51	0	27.43	529
3	95.51	87.32	1	4.06	604
3	5.25	88.18	2	67.38	1143
2	28.8	35.14	0	55.86	234
2	21.56	52.69	1	31.41	667
2	44.44	95.36	0	148.19	1217
2	7.5	93.04	0	51.03	503
2	3	80.56	2	54.21	818
1	2.94	23.13	0	138.82	409
3	16.12	142.63	2	242.61	1207
2	50.27	75.51	0	65.2	1183
1	13.4	47.12	1	27.76	162
1	12.03	41.29	0	44.98	136
2	59.97	300.05	1	201.31	867
3	71.26	142.52	1	167.87	1338
1	29.78	56.51	0	33.86	613
3	65.8	22.08	0	55.2	589
2	26.72	90.65	2	254.24	414
2	8	50.09	2	24.06	998
2	8.88	50.27	0	28.43	398
3	77.66	105.01	0	36.29	885
3	2.94	66.78	0	46.84	1077
2	9.85	139.37	2	19.79	610
1	3.25	22.86	0	2.5	128
3	55.08	152.24	1	57.33	1016
2	27.34	141.13	2	74.15	970
2	46.58	79.11	0	92.54	210
2	2	106.28	0	107.38	615
2	30.33	53.62	0	25.78	958
3	19.11	192.98	1	46.8	1420
2	30.15	122	0	414.77	648
3	25	90.33	0	58.12	630
2	28.28	52.65	0	44.42	861
3	184.98	134.65	2	78.76	712
2	1.6	145.08	2	28.48	1658
2	99.9	162.82	0	159.32	775
2	6.43	87.22	0	311.26	880
2	21.07	141.03	1	72.81	866
3	104.76	158.58	0	88.25	1514
1	21.1	413.08	0	228.9	974
3	17.98	117.4	0	22.98	852
1	21.01	59.4	0	6.98	365
