        0      47300      34062        262       3215      84839  
        0       2392       5610         73         53       8128  
        0      18850      38637        248        828      58563  
        0       3072       5413         65         84       8634  
        0      97318     115185        570       4470     217543  
        0     386518     177279        789       7099     571685  
        0       2155       2873         90         39       5157  
        0      29641      35419        182       1461      66703  
        0      25501      29744        270       1378      56893  
        0      14630      41745        186        562      57123  
        0      29905      60426        122       1400      91853  
        0       7047      10964         89        258      18358  
        0     328702     289456        561       5355     624074  
        0       3322       4256         36        157       7771  
        0       1825       2698         29         75       4627  
        0     107680     152082        650       2752     263164  
        0      40958      73029        504       1729     116220  
        0      13891      12608         83        435      27017  
        0       2042       2448         33         85       4608  
        0       9565       4750         39        139      14493  
        0       1910       3300         29         97       5336  
        0       1420       1840          9         56       3325  
        0       2389       3546         71         86       6092  
        0       1718       2153         24         39       3934  
        0       2341       3764         30         75       6210  
        0       3239       4743         22        103       8107  
        0      32644      30646        242       1501      65033  
        0      14152      20196         99        409      34856  
        0     169529     180713        845       7486     358573  
        0       2154       4985         76         91       7306  
        0      19769      28627        105        950      49451  
        0       6868       9138        102        138      16246  
        0       3038       2481         29         76       5624  
        0        788       1669         10         26       2493  
        0      36555      49963        289       1459      88266  
        0      73530     106123        306       3584     183543  
        0      61425      39053        282       1932     102692  
        0       5403       6860         67        284      12614  
        0       1011       1316         39         19       2385  
        0       3011       3038         29         54       6132  
        0      49169      57948        272       2489     109878  
        0      44648      55135        563       1810     102156  
        0      26619      33864        108       1075      61666  
        0      16483      16059         47       1090      33679  
        0       6952      16404         90        255      23701  
        0      16924      52043        267        984      70218  
        0       4588       5058         43        131       9820  
        0     140115     134476        446       3881     278918  
        0      28177      26216        145        732      55270  
        1     268945     152846       3407       5564     430762  
        0      69550      68581        570       3392     142093  
        0     200212     184884       1010       9986     396092  
        0      74977      90101        538       2060     167676  
        0      12091      13439        147        379      26056  
        0      12795      36248        311        723      50077  
        0      72854      83100        305       4066     160325  
        0      58888      75293        194       1940     136315  
        0      19482      39497        229       1214      60422  
        0      41559      34705        124       1368      77756  
        0       9634      12126        114        307      22181  
        0       4084       8014        108        182      12388  
        0       2647       4051         27         59       6784  
        0       1399       2326         26         29       3780  
        0      97063      82214        396       2436     182109  
        0       3835       4511         46        149       8541  
        0       5637      12176        120        265      18198  
        0       2796       4983         88         93       7960  
