        1          1      317.6     3078.5        2.8  
        1          2      391.8     4661.7       52.6  
        1          3      410.6     5387.1      156.9  
        1          4      257.7     2792.2      209.2  
        1          5      330.8     4313.2      203.4  
        1          6      461.2     4643.9      207.2  
        1          7        512     4551.2      255.2  
        1          8        448     3244.1      303.7  
        1          9      499.6     4053.7      264.1  
        1         10      547.5     4379.3      201.6  
        1         11      561.2     4840.9        265  
        1         12      688.1     4900.9      402.2  
        1         13      568.9     3526.5      761.5  
        1         14      529.2     3254.7      922.4  
        1         15      555.1     3700.2     1020.1  
        1         16      642.9     3755.6       1099  
        1         17      755.9       4833     1207.7  
        1         18      891.2     4924.9     1430.5  
        1         19     1304.4     6241.7     1777.3  
        1         20     1486.7     5593.6     2226.3  
        2          1      209.9     1362.4       53.8  
        2          2      355.3     1807.1       50.5  
        2          3      469.9     2676.3      118.1  
        2          4      262.3     1801.9      260.2  
        2          5      230.4     1957.3      312.7  
        2          6      361.6     2202.9      254.2  
        2          7      472.8     2380.5      261.4  
        2          8      445.6     2168.6      298.7  
        2          9      361.6     1985.1      301.8  
        2         10      288.2     1813.9      279.1  
        2         11      258.7     1850.2      213.8  
        2         12      420.3     2067.7      232.6  
        2         13      420.5     1796.7      264.8  
        2         14      494.5     1625.8      306.9  
        2         15      405.1       1667      351.1  
        2         16      418.8     1677.4      357.8  
        2         17      588.2     2289.5      342.1  
        2         18      645.2     2159.4      444.2  
        2         19        641     2031.3      623.6  
        2         20      459.3     2115.5      669.7  
        3          1       33.1     1170.6       97.8  
        3          2         45     2015.8      104.4  
        3          3       77.2     2803.3        118  
        3          4       44.6     2039.7      156.2  
        3          5       48.1     2256.2      172.6  
        3          6       74.4     2132.2      186.6  
        3          7        113     1834.1      220.9  
        3          8       91.9       1588      287.8  
        3          9       61.3     1749.4      319.9  
        3         10       56.8     1687.2      321.3  
        3         11       93.6     2007.7      319.6  
        3         12      159.9     2208.3        346  
        3         13      147.2     1656.7      456.4  
        3         14      146.3     1604.4      543.4  
        3         15       98.3     1431.8      618.3  
        3         16       93.5     1610.5      647.4  
        3         17      135.2     1819.4      671.3  
        3         18      157.3     2079.7      726.1  
        3         19      179.5     2371.6      800.3  
        3         20      189.6     2759.9      888.9  
        4          1      40.29      417.5       10.5  
        4          2      72.76      837.8       10.2  
        4          3      66.26      883.9       34.7  
        4          4       51.6      437.9       51.8  
        4          5      52.41      679.7       64.3  
        4          6      69.41      727.8       67.1  
        4          7      68.35      643.6       75.2  
        4          8       46.8      410.9       71.4  
        4          9       47.4      588.4       67.1  
        4         10      59.57      698.4       60.5  
        4         11      88.78      846.4       54.6  
        4         12      74.12      893.8       84.8  
        4         13      62.68        579       96.8  
        4         14      89.36      694.6      110.2  
        4         15      78.98      590.3      147.4  
        4         16     100.66      693.5      163.2  
        4         17     160.62        809      203.5  
        4         18        145        727      290.6  
        4         19     174.93     1001.5      346.1  
        4         20     172.49      703.2      414.9  
        5          1      39.68      157.7      183.2  
        5          2      50.73      167.9        204  
        5          3      74.24      192.9        236  
        5          4      53.51      156.7      291.7  
        5          5      42.65      191.4      323.1  
        5          6      46.48      185.5        344  
        5          7       61.4      199.6      367.7  
        5          8      39.67      189.5      407.2  
        5          9      62.24      151.2      426.6  
        5         10      52.32      187.7        470  
        5         11      63.21      214.7      499.2  
        5         12      59.37      232.9      534.6  
        5         13      58.02        249      566.6  
        5         14      70.34      224.5      595.3  
        5         15      67.42      237.3      631.4  
        5         16      55.74      240.1      662.3  
        5         17       80.3      327.3      683.9  
        5         18       85.4      359.4      729.3  
        5         19       81.9      398.4      774.3  
        5         20      81.43      365.7      804.9  
        6          1      20.36        197        6.5  
        6          2      25.98      210.3       15.8  
        6          3      25.94      223.1       27.7  
        6          4      27.53      216.7       39.2  
        6          5       24.6      286.4       48.6  
        6          6      28.54        298       52.5  
        6          7      43.41      276.9       61.5  
        6          8      42.81      272.6       80.5  
        6          9      27.84      287.4       94.4  
        6         10       32.6      330.3       92.6  
        6         11      39.03      324.4       92.3  
        6         12      50.17      401.9       94.2  
        6         13      51.85      407.4      111.4  
        6         14      64.03      409.2      127.4  
        6         15      68.16      482.2      149.3  
        6         16      77.34      673.8      164.4  
        6         17       95.3      676.9      177.2  
        6         18      99.49        702        200  
        6         19     127.52      793.5      211.5  
        6         20     135.72      927.3      238.7  
        7          1      24.43        138      100.2  
        7          2      23.21      200.1        125  
        7          3      32.78      210.1      142.4  
        7          4      32.54      161.2      165.1  
        7          5      26.65      161.7      194.8  
        7          6      33.71      145.1      222.9  
        7          7       43.5      110.6      252.1  
        7          8      34.46       98.1      276.3  
        7          9      44.28      108.8      300.3  
        7         10       70.8      118.2      318.2  
        7         11      44.12      126.5      336.2  
        7         12      48.98      156.7      351.2  
        7         13      48.51      119.4      373.6  
        7         14         50      129.1      389.4  
        7         15      50.59      134.8      406.7  
        7         16      42.53      140.8      429.5  
        7         17      64.77        179      450.6  
        7         18      72.68      178.1      466.9  
        7         19      73.86      186.8      486.2  
        7         20      89.51      192.7      511.3  
        8          1      12.93      191.5        1.8  
        8          2       25.9        516         .8  
        8          3      35.05        729        7.4  
        8          4      22.89      560.4       18.1  
        8          5      18.84      519.9       23.5  
        8          6      28.57      628.5       26.5  
        8          7      48.51      537.1       36.2  
        8          8      43.34      561.2       60.8  
        8          9      37.02      617.2       84.4  
        8         10      37.81      626.7       91.2  
        8         11      39.27      737.2       92.4  
        8         12      53.46      760.5         86  
        8         13      55.56      581.4      111.1  
        8         14      49.56      662.3      130.6  
        8         15      32.04      583.8      141.8  
        8         16      32.24      635.2      136.7  
